顧客名簿,,,,,,
,,,,,,
得意先ｺｰﾄﾞ,得意先名称１,郵便番号,住所１,住所２,住所３,電話番号
1166,㈱ホウトク,110-0013,東京都台東区,入谷1-14-2,,03-5603-6655
1167,㈲達磨屋商事 みずほ貸衣裳,996-0023,山形県新庄市,沖の町2-5,,0233-23-3383
1168,㈲二幸,390-0846,長野県松本市,南原2-23-4,,0263-25-2220
1169,マーティナイジング 綾瀬店,120-0004,東京都足立区,東綾瀬1-22-1,,03-3629-3251
1171,日本通運㈱ 浜松支店,432-8047,静岡県浜松市中区,神田町橋ﾉ下1223,,053-441-4420
1172,㈲ニッソウカンパニー,920-0044,石川県金沢市,南広岡町ﾊ43-2,,076-221-3654
1173,市川ランドリー 滋賀県,521-0035,滋賀県米原市,醒井215,,0749-54-0824
1174,伸和織物,504-0926,岐阜県各務原市,上中屋町5-188,,058-382-0725
1175,㈲セレモサプライ,062-0003,北海道札幌市豊平区,美園三条8-5-18,,011-815-4211
1177,加茂川屋,113-0034,東京都文京区,湯島3-12-2,,03-3831-2998
1178,貸衣裳アサコ,775-0006,徳島県海部郡牟岐町,中村123-6,,0884-72-1835
1179,㈲ヒラマツ流通センター,592-8352,大阪府堺市西区,築港浜寺西町8-7,ｺﾞｰﾙﾃﾞﾝﾌﾘｰｽ内,072-268-0607
1180,㈱ルパッセ,963-8041,福島県郡山市,富田町久根下26,,024-952-1179
1182,㈱レオパレス21,160-0023,東京都新宿区,西新宿1-23-3,廣和ﾋﾞﾙ 2階 ﾚｵﾊﾟﾚｽﾜｰﾙﾄﾞ新宿,03-5325-9780
1184,四国ジューキ㈱ 本社,769-0210,香川県綾歌郡宇多津町,2402,,0877-49-0931
1185,㈱寿々裳,506-0008,岐阜県高山市,初田町3-5-2,,0577-34-1010
1186,KIテクノ 伊藤,919-0447,福井県坂井市,春江町中筋大手72,,0776-51-6843
1189,㈲ローマ美容室,020-0015,岩手県盛岡市,本町通2-10-20,,019-653-4466
1190,中日本ジューキ㈱ 金沢営業所,921-8061,石川県金沢市,森戸1-119,,0762-40-1888
1191,㈱ラコーム,911-0034,福井県勝山市,滝波町1-218,,0779-87-1291
1192,伊藤クリーニング㈲,511-0042,三重県桑名市,柳原133,,0594-22-3679
1193,㈱エルローズ 二宮店,910-0015,福井県福井市,二の宮5-14-3,,0776-23-1810
1194,ないとうブライダル館,669-3461,兵庫県丹波市,氷上町市辺363-1,,0795-82-5815
1195,㈲東成機械工業,010-1603,秋田県秋田市,新屋勝平台23-3,,018-865-3330
1196,細川機業㈱,930-0395,富山県中新川郡上市町,正印１丁目,,076-472-5112
1197,加藤ニット 加藤昇,919-0476,福井県坂井市,春江町針原22-14,,0776-51-0360
1198,㈲エクシード,369-0306,埼玉県児玉郡上里町,七本木2647-18,,0495-34-2781
1199,WHY NOT,550-0002,大阪府大阪市西区,江戸堀1-22-39-201,,06-441-3731
1200,㈲フルール,146-0082,東京都大田区,池上2-20-18,,03-3752-5345
1201,㈱小仙ミシン商会,711-0906,岡山県倉敷市,児島下の町7-2-21,,086-472-3158
1202,村上貸衣裳店,720-0812,広島県福山市,霞町1-20-30,,084-923-2188
1203,㈱ヴィーブサンク,106-0047,東京都港区,南麻布4-11-22,T&Fﾋﾞﾙ 5F,03-5793-3571
1204,パスカ 赤羽 男,399-0422,長野県上伊那郡辰野町,平出2181,,0266-41-5016
1205,クリーンドライつちだ,950-0872,新潟県新潟市東区,牡丹山2-1-8,,025-274-0938
1206,㈲ビューティーグレース,965-0864,福島県会津若松市,城西町4-38,,0242-28-3517
1207,㈲マイクロキッズ,326-0034,栃木県足利市,久松町135-1,,0284-41-3350
1208,㈱キング,101-0047,東京都千代田区,内神田1-12-10,四国第二ビル1Ｆ,03-6260-5336
1209,高畑織物㈲,929-0116,石川県能美市,根上町赤井町ｲ23,,076-155-1184
1211,エネックス㈱,918-8034,福井県福井市,南居町81-1-11,,0776-33-2222
1212,㈱廣瀬商会,120-0043,東京都足立区,千住宮元町23-2,,03-3870-8411
1213,ニッセン加工㈱,919-0472,福井県坂井市,春江町松木1-35,,0776-51-5000
1214,㈱バーサス,145-0064,東京都大田区,上池台1-10-4,,03-3729-3131
1215,㈱マークシティー,259-0301,神奈川県足柄下郡湯河原町,中央3-1-8,,0465-64-0664
1216,㈱イツミ製作所,350-1175,埼玉県川越市,笠幡3670,,049-231-1799
1218,共栄ランドリ－,154-0005,東京都世田谷区,三宿1-20-11,,03-3414-4196
1219,きょうとや貸衣裳店 加藤,890-0056,鹿児島県鹿児島市,下荒田3-27-21,,099-252-4751
1220,㈱ボブソン 吉田工場,799-3730,愛媛県宇和島市,吉田町立間2-2552-1,,0895-52-2020
1221,㈲クリーニングかとう,385-0043,長野県佐久市,取出町493-3,,0267-62-0802
1222,㈲堀江衣裳店,321-0621,栃木県那須烏山市,中央2-10-7,,0287-82-2624
1223,㈲播州クリーニング,671-2112,兵庫県姫路市,夢前町塩田182-9,,07933-60232
1224,湯浅道糸工業㈱,468-0066,愛知県名古屋市天白区,元八事1-47,,052-831-7281
1225,スコービル ジャパン㈱ 上尾工場,362-0806,埼玉県北足立郡伊奈町,小室7135,,048-721-1311
1226,㈱シック,150-0002,東京都渋谷区,渋谷1-3-8,第二栄来ﾋﾞﾙ7F,03-5466-1071
1227,クラレトレーディング㈱,530-0001,大阪府大阪市北区,梅田1-12-39,新阪急ﾋﾞﾙ4F,06-6348-2260
1228,マルヤ京染店,320-0037,栃木県宇都宮市,清住3-8-20,,028-622-8382
1229,市田捲糸,601-8206,京都府京都市南区,久世大薮町489-163,,
1230,みやま京染洗張店,577-0841,大阪府東大阪市,足代1-55,,06-6728-7995
1231,勝川ランドリー,486-0925,愛知県春日井市,中切町1-5-4,,0568-82-6740
1233,㈲装美,020-0823,岩手県盛岡市,門2-16-1,,019-651-7318
1234,スヤマクリーニング,340-0814,埼玉県八潮市,南川崎253-2,,048-996-9817
1235,船田クリーニング店,329-4304,栃木県栃木市,岩舟町静和2146-9,,0282-55-2249
1236,㈲平岩捺染,600-8455,京都府京都市下京区,八幡町535-8,,075-371-4491
1237,㈲泉ドレス,202-0012,東京都西東京市,東町2-1-5,,042-422-1140
1238,日本ニット㈱,639-0236,奈良県香芝市,磯壁5-9-8,,0745-77-6735
1239,㈲ダイヤ商事,146-0082,東京都大田区,池上5-2-8,,03-3753-2255
1240,㈲柏衣裳店,207-0014,東京都東大和市,南街6-38-2,ｻﾝｼﾞｪﾘ-ﾋﾞﾙ1F,042-567-3261
1241,葛川工業㈱,604-0036,京都府京都市中京区,正行寺町662,,075-231-1498
1242,㈲トーシン機械,985-0041,宮城県塩竈市,白菊町5-5,,022-367-7226
1243,㈱木村クリーニング,056-0003,北海道日高郡新ひだか町,静内旭町1-26-9,,01464-2-1487
1244,㈲上山洗機,891-0150,鹿児島県鹿児島市,坂之上2-11-16,,099-261-6363
1245,㈾幸希,860-0804,熊本県熊本市中央区,辛島町69,,096-353-6716
1248,日米礦油㈱ 大阪支店,550-0015,大阪府大阪市西区,南堀江4-25-15,,06-6539-3432
1249,西岡商店,640-8102,和歌山県和歌山市,南雑賀町18,,073-423-0429
1250,㈲丸田しみ抜き店,135-0004,東京都江東区,森下3-4-11,,03-3632-7017
1251,アキバクリーニング,132-0021,東京都江戸川区,中央1-2-9,,03-5670-3180
1252,㈱ホンダクリーニング,981-3135,宮城県仙台市泉区,八乙女中央4-1-27,,022-375-3169
1253,㈲紫光,646-0031,和歌山県田辺市,湊629-9,,0739-24-3441
1254,三国ドライ㈲,913-0046,福井県坂井市,三国町北本町4-1-33,,0776-81-2665
1255,JAみちのく村山農業協同組合,999-4111,山形県北村山郡大石田町,大石田乙201-9,,0237-35-3131
1256,ホームドライ ㈲マツオ,912-0036,福井県大野市,美川町2-6,,0779-66-2756
1257,みよしサ－ビス,710-0834,岡山県倉敷市,笹沖88-22,,086-426-6361
1258,稲松染色補正店,920-0842,石川県金沢市,元町1-5-10,,076-251-3729
1259,㈱晃立,711-0911,岡山県倉敷市,児島小川7-1-34,,086-474-5500
1260,マリリンハウス 植村,670-0935,兵庫県姫路市,北条口3-10-2,,079-222-3403
1261,えすみ商会,193-0826,東京都八王子市,元八王子町2-1221-2,,042-665-7543
1262,ブライダルギャラリー,320-0016,栃木県宇都宮市,山本町1-2-8,㈱北関東互助ｾﾝﾀｰ 1F,028-625-7002
1263,㈱近藤衣裳店,662-0971,兵庫県西宮市,和上町5-15,,0798-33-1938
1264,㈲高柳ミシン商会,373-0853,群馬県太田市,浜町73-4,,0276-45-4419
1265,ブライダルコスチュームみやび,721-8588,広島県福山市,南蔵王町4-5-18,,084-925-3800
1266,吉川化工㈱,541-0056,大阪府大阪市中央区,久太郎町1-6-27,,06-266-2251
1268,㈱クリーニングふなだ,991-0031,山形県寒河江市,本町1-19-6,,0237-84-2408
1269,㈲ブルースカイ照井,030-0913,青森県青森市,東造道3-15-13,,017-736-7878
1270,コスチュームドマリエ,656-0026,兵庫県洲本市,栄町4-683-8,,0799-22-4480
1271,三協商事㈱,940-0097,新潟県長岡市,山田2-4-14,,0258-36-2460
1272,㈲フルカワファクトリー,501-6035,岐阜県羽島郡笠松町,円城寺806,,058-388-1933
1273,サンコーフェルマ㈲,920-0005,石川県金沢市,高柳町ｿ2-53,,076-252-9544
1275,㈱長谷川絵雅堂,604-8241,京都府京都市中京区,釜座町5,,075-221-3737
1277,アズマ㈱ 山形営業所,990-0813,山形県山形市,桧町4-6-35,,0236-84-8400
1278,㈱アブアブ 上野店,110-0005,東京都台東区,上野4-8-4,3F,03-3833-3111
1279,㈱ニッセン 東京支店,110-0016,東京都台東区,台東1丁目21番4号,東京ﾐｼﾝ会館6F,03-3834-7311
1280,㈱ワコール,601-8313,京都府京都市南区,吉祥院中島町29,,075-682-1150
1281,㈲大井商店,770-0902,徳島県徳島市,西新町3-15,,088-625-4141
1282,メルパルク長野 総務部,380-8584,長野県長野市,鶴賀高畑752-8,,026-225-7822
1284,細川ミシン㈲,769-2701,香川県東かがわ市,湊1997,,0879-25-1241
1285,アイパル㈱,970-8036,福島県いわき市,平谷川瀬明治町30,,0246-21-3956
1286,やたべ,321-0984,栃木県宇都宮市,御幸町326-4,,028-662-1627
1288,㈱プロム,151-0061,東京都渋谷区,初台1-19-4,三森ﾋﾞﾙ201　→×,03-5302-1833
1289,辰口校下婦人会,923-1245,石川県能美市,辰口町ﾇ10,辰口女性青年会館内,0761-51-5850
1290,福井セーセン㈱,918-8102,福井県福井市,西板垣町101,,0776-36-2720
1291,㈲サントミ,183-0041,東京都府中市,北山町1-11-11,,042-577-4869
1292,マリエージュ,643-0033,和歌山県有田郡有田川町,明王寺217-1,,0737-52-2415
1293,㈲丸福衣裳,403-0032,山梨県富士吉田市,上吉田東9丁目1-18,ﾎﾃﾙ鐘山苑内衣装室,0555-22-1640
1294,テクノステーション横浜,244-0801,神奈川県横浜市戸塚区,品濃町542-6,東戸塚東口第一生命ﾋﾞﾙ3F,045-826-5454
1295,株式会社　アイナックス*禁,263-0054,千葉県千葉市稲毛区,宮野木町2152-1,,043-286-5468
1296,㈱松崎マトリクステクノ,173-0023,東京都板橋区,大山町38-5,,03-3973-0678
1297,㈱ボブソン,701-0151,岡山県岡山市北区,平野788,,086-292-0222
1299,東京メリヤス機械用品㈱,350-1305,埼玉県狭山市,入間川3145-2,,0429-59-2711
1300,ベルクリーニング,252-0303,神奈川県相模原市南区,相模大野9-21-2,,0427-43-2914
1302,しなのクリーニング商会,380-0803,長野県長野市,三輪8-28-5,,026-232-7016
1303,㈲こうじ屋商店 事ごと屋事業,103-0023,東京都中央区,日本橋本町1-9-4,ﾋｭｰﾘｯｸ日本橋本橋1丁目ﾋﾞﾙ 4F,03-6262-5155
1304,早川ランドリー,308-0051,茨城県筑西市,岡芹1033-4,,029-622-4361
1305,㈱富士錦,367-0021,埼玉県本庄市,東台2-6-39,,0495-22-5865
1306,中日本ジューキ㈱ 本社,453-0835,愛知県名古屋市中村区,上石川町3-33,,052-412-1211
1307,㈲寿屋貸衣裳店,857-0805,長崎県佐世保市,光月町3-4,,0956-24-6789
1308,㈱トーユーロジノス,116-0003,東京都荒川区,南千住2-30-10,,03-6806-6950
1309,㈱サンク,102-0074,東京都千代田区,九段南2-5-9,,03-3239-3181
1310,㈱アグリッパー 石巻工場,986-0815,宮城県石巻市,中里7-2-42,,0225-94-0168
1311,㈱丸山刺繍,679-0205,兵庫県加東市,北野540-1,,0795-48-9311
1312,㈱紀生 桂由美ブライダルハウス,981-0913,宮城県仙台市青葉区,昭和町2-28,,022-233-2277
1313,㈱洋服屋 業務課,150-0021,東京都渋谷区,恵比寿西1-33-35,代官山4298,03-3463-3889
1314,一条ブライダルサロン,441-3416,愛知県田原市,東赤石5-7,,0531-22-5116
1316,㈱グランヤマキ,162-0064,東京都新宿区,市谷仲之町4-42,,03-3355-5613
1317,クリーニングの八木,915-0823,福井県越前市,本町7-5,,078-22-1411
1318,大橋クリーニング店,494-0004,愛知県一宮市,北今林四切2048-1,,0586-61-2248
1320,㈱ヒッツ,651-0056,兵庫県神戸市中央区,熊内町7-4-4,,078-271-3216
1321,渡辺織物 渡辺利春,403-0012,山梨県富士吉田市,旭3-5-25,,0555-22-2252
1322,着物しみぬき丸京,851-0134,長崎県長崎市,田中町1565-8,,095-839-4012
1323,大塚洗材㈱ 本社,174-0063,東京都板橋区,前野町2-35-3,,03-3968-3251
1324,福原クリーニング,154-0004,東京都世田谷区,太子堂3-5-17,,03-3421-0466
1325,㈱ひまわり,933-0038,富山県高岡市,坂下町1201-1,,0766-22-3660
1326,宮善織物,483-8302,愛知県江南市,宮田神明町天王108,,0587-57-5111
1327,㈱ローズクリーニング,671-2224,兵庫県姫路市,青山西2-24-1,,079-266-4262
1328,みながわクリーニング店,916-0312,福井県丹生郡越前町,宿4-20,,0778-37-0106
1329,メグロランドリー,940-0231,新潟県長岡市,栃尾旭町9-19,,0258-52-3267
1330,西忠産資工業㈱,409-0501,山梨県大月市,富浜町宮谷1535-1,,0554-22-1147
1331,㈲ワシ屋 今治工場,794-0005,愛媛県今治市,大新田町3-4-13,,0898-31-3696
1332,㈲サンワ洗機,536-0006,大阪府大阪市城東区,野江3-5-22,,03-932-6353
1333,COCO M,863-0022,熊本県天草市,栄町10-24,,0969-24-0011
1334,㈱クリーニングのシルキー 本店,310-0852,茨城県水戸市,笠原町245-2,,029-241-8630
1335,㈱アルテック ラボ,496-8015,愛知県愛西市,草平町新佐屋川97-1,,0567-24-3291
1336,谷物産,929-1103,石川県かほく市,谷ｲ-132-1,,076-285-2555
1337,天使の森 佐野店,327-0831,栃木県佐野市,浅沼町247,,0283-22-8977
1338,アイナックス稲本㈱ 関西支店,660-0806,兵庫県尼崎市,金楽寺町1-6-44,,06-4868-5535
1339,永橋ミシン㈱,547-0005,大阪府大阪市平野区,加美西2-1-17,,06-793-6935
1340,㈱トラストクラブ,107-0062,東京都港区,南青山2-21-37,,03-3475-5639
1341,㈲太陽舎クリーニング,380-0811,長野県長野市,東鶴賀町54-6,,026-232-1362
1342,熊井倉庫㈱,273-0016,千葉県船橋市,潮見町35-2,,047-432-0087
1343,㈱エンパイアー,060-0054,北海道札幌市中央区,南四条東5-1-29,豊ﾋﾞﾙ,011-251-2682
1344,㈱千代田ブライダルハウス,904-0117,沖縄県中頭郡北谷町,北前1-21-5,,098-926-1196
1345,峰岸衣裳店,376-0601,群馬県桐生市,梅田町1-205-5,,0277-32-1615
1346,㈱ジョッティ,113-0021,東京都文京区,本駒込6-12-1,,03-5319-0405
1347,川久,414-0037,静岡県伊東市,桜ガ丘1-1-10,,0557-37-5692
1348,角栄舎,274-0063,千葉県船橋市,習志野台2-13-11,,0474-67-8716
1349,㈱ロイヤルパトウ,596-0803,大阪府岸和田市,東大路町226,,072-443-5134
1350,島田家,698-0005,島根県益田市,本町3-15,,0856-22-0020
1351,クリーニングかわい,501-3146,岐阜県岐阜市,芥見嵯峨2-43,,058-243-0860
1352,サンパレス熊本 衣裳室,862-0913,熊本県熊本市東区,尾ノ上2-21-10,,096-365-2020
1353,㈱チャイルド,130-0021,東京都墨田区,緑4-2-2,,03-3632-2828
1354,東邦クリーニング,320-0071,栃木県宇都宮市,野沢町42-6,,028-665-0340
1355,華和産商㈱ 長野支店,387-0006,長野県千曲市,粟佐1115,,026-285-9220
1356,貸衣裳 扇,421-0526,静岡県牧之原市,大沢139-11,,0548-52-2192
1357,㈱シガドライウィザース,522-0222,滋賀県彦根市,南川瀬町1547,,0749-25-1393
1358,ブライダルプラザとしま,360-0043,埼玉県熊谷市,星川1-101,,048-523-3591
1359,スカワ商会,062-0053,北海道札幌市豊平区,月寒東三条19-8-2,,011-853-1793
1360,アズマ㈱ 秋田営業所,010-0975,秋田県秋田市,八橋三和町1-6,,018-864-7771
1361,新藤クリーニング,040-0015,北海道函館市,梁川町18-16,,0138-51-8683
1362,㈲ファッションあいさわ,374-0018,群馬県館林市,城町16-9,,0276-73-4208
1363,さくらや貸衣裳,192-0052,東京都八王子市,本郷町10-2,,042-625-2515
1364,岩田ミシン商会,453-0067,愛知県名古屋市中村区,宿跡町2-54-4,,052-411-2227
1365,㈱ラーゴフクエツ,150-0001,東京都渋谷区,神宮前4-4-12,第一唐沢1F,03-3746-0772
1366,㈱アベニュー,193-0801,東京都八王子市,川口町3870-3,,0426-54-4228
1367,飯塚紋章店,366-0012,埼玉県深谷市,江原379-1,,048-571-5369
1368,㈲バンビ,174-0071,東京都板橋区,常盤台4-20-6,,03-3937-3582
1369,ﾌﾞﾗｲﾀﾞﾙｺｽﾁｭ-ﾑ㈱創美*禁,963-0111,福島県郡山市,安積町荒井弁天31-1,,0249-47-0700
1370,㈲菊栄クリーニング,328-0122,栃木県栃木市,木野地町185-4,,0282-24-2477
1371,不二機材商,824-0602,福岡県田川郡添田町,添田1108,,0947-82-2027
1372,㈱ナイガイロジスティック,454-0011,愛知県名古屋市中川区,山王1-3-1,,052-321-1181
1373,ボブソン山口㈱,759-6301,山口県下関市,豊浦町川棚1545-9,→×,083-774-1112
1374,さいとう美容室 フェリーチェ,990-0043,山形県山形市,本町1-7-42,山形ｸﾞﾗﾝﾄﾞﾎﾃﾙ B1F,023-628-0055
1375,アザーワイズ㈲,154-0024,東京都世田谷区,三軒茶屋2-9-20,,03-5433-3707
1376,㈲栄クリーニング 加藤,503-2121,岐阜県不破郡垂井町,2020/2/9,,0584-22-0449
1377,㈱アトリエ じゃんけん,103-0007,東京都中央区,日本橋浜町2-19-5,鳥居ﾋﾞﾙ2F,03-3662-2081
1379,㈲アイブライズ,400-0306,山梨県南アルプス市,小笠原1789,,055-282-1188
1380,ナッククリーニング,518-0725,三重県名張市,元町411-1,,0595-64-0151
1382,㈲八千代 ヤチヨスール衣装室,470-2213,愛知県知多郡阿久比町,阿久比宮前22-4,,0569-48-0071
1383,㈱ブライダル21,507-0053,岐阜県多治見市,若松町1-18,,057-225-4558
1384,山本 治男,825-0002,福岡県田川市,伊田1-652-3,,0947-45-2255
1385,住商オｯトー㈱ 物流部,103-0015,東京都中央区,日本橋箱崎町16-9,,03-5641-3821
1386,サンコークリーニング,365-0042,埼玉県鴻巣市,松原2-1-29,,048-545-5584
1387,不二衣裳㈱,400-0032,山梨県甲府市,中央5-1-26,,055-232-2214
1388,㈱田村写真館,327-0317,栃木県佐野市,田沼町680,,0283-62-0473
1389,㈱サンレー アフロディーテ金沢,920-0056,石川県金沢市,出雲町ｲ230-2,,076-223-3000
1390,㈱メモアｰル,085-0015,北海道釧路市,北大通2-8,,0154-23-2222
1391,宮本商店,599-0221,大阪府阪南市,石田662-2,,072-473-1453
1392,パール美容院,039-3321,青森県東津軽郡平内町,小湊93,,0177-55-3327
1393,モリノブライズ㈱ 本社,231-0026,神奈川県横浜市中区,寿町2-6-10,,045-681-3152
1394,吉川縫工㈲,679-1211,兵庫県多可郡多可町,加美区寺内292-4,,0795-35-0190
1395,㈱出雲総業 ホワイトパレス衣裳室,866-0883,熊本県八代市,松江町290-1,,0965-35-0005
1396,舞鶴衣裳,994-0025,山形県天童市,鎌田本町2-4-51,天童ｸﾞﾗﾝﾄﾞﾎﾃﾙ舞鶴荘2F ﾛｲﾔﾙ衣裳室,023-653-3801
1397,とみや呉服店,855-0806,長崎県島原市,中堀町20-3,,0957-62-2528
1398,㈱関西新生活互助会,651-1313,兵庫県神戸市北区,有野中町1-16-5,,078-982-0314
